Reference	ID	Tags	SupportReference	Quote	OrigQuote	Occurrence	Note
46:1	pc25		rc://*/ta/man/translate/figs-123person	The Lord Yahweh says this	~אֲדֹנָ֣⁠י יְהוִה֒ אָמַר֮ כֹּֽה	0	Yahweh speaks of himself by name to remind Ezekiel and the people that what he is saying is important. See how you translated this in [Ezekiel 6:11](../06/11.md). Alternate translation: “I, the Lord Yahweh, say this”
46:1	m74l			The gate of the inner courtyard, facing east	~שַׁ֜עַר הַ⁠פְּנִימִית֙ הֶ⁠חָצֵ֤ר הַ⁠פֹּנֶ֣ה קָדִ֔ים	0	Alternate translation: “the gate on the east side of the inner courtyard” or “the eastern gate of the inner courtyard”
46:1	w3m7			inner courtyard	~הַ⁠פְּנִימִית֙ הֶ⁠חָצֵ֤ר	0	See how you translated this in [Ezekiel 8:16](../08/16.md).
46:2	j8bw			inner gate	הַ⁠שַּׁ֔עַר	0	See how you translated this in [Ezekiel 40:19](../40/19.md).
46:3	f1nt			before Yahweh	לִ⁠פְנֵ֖י יְהוָֽה	0	See how you translated this in [Ezekiel 43:24](../43/24.md).
46:6	fe93			unblemished	תְּמִימִ֑ם	0	perfectly healthy and normal
46:8	usc6			portico	אוּלָ֤ם	0	covering in front of an entrance with columns or posts for support. See how you translated this in [Ezekiel 8:16](../08/16.md).
46:9	rl4y			before Yahweh	לִ⁠פְנֵ֣י יְהוָה֮	0	“in front of Yahweh” or “in the presence of Yahweh.” See how you translated this in [Ezekiel 44:3](../44/03.md).
46:9	a1p7			appointed festivals	בַּ⁠מּֽוֹעֲדִים֒	0	Translate as you translated “appointed feasts” in [Ezekiel 36:37](../36/37.md).
46:12	fa81		rc://*/ta/man/translate/figs-activepassive	the gate facing east will be opened for him	~הַ⁠שַּׁ֨עַר֙ הַ⁠פֹּנֶ֣ה קָדִ֔ים וּ⁠פָ֣תַֽח וְ⁠עָשָׂ֤ה	0	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. Alternate translation: “the Levites will open the gate facing east for him”
46:12	lqw2			the gate facing east	הַ⁠שַּׁ֨עַר֙ הַ⁠פֹּנֶ֣ה קָדִ֔ים	0	Alternate translation: “the eastern gate” or “the gate on the east side of the courtyard”
46:14	yhz5			to moisten	לָ⁠רֹ֣ס	0	Alternate translation: “which will soak”
46:16	j4il		rc://*/ta/man/translate/figs-123person	The Lord Yahweh says this	~אֲדֹנָ֣⁠י יְהֹוִ֗ה אָמַ֞ר כֹּה	0	Yahweh speaks of himself by name to remind Ezekiel and the people that what he is saying is important. See how you translated this in [Ezekiel 6:11](../06/11.md). Alternate translation: “I, the Lord Yahweh, say this”
46:17	ly5s			year of liberty	שְׁנַ֣ת הַ⁠דְּר֔וֹר	0	This is the year that a servant gains freedom. This is also called the “Year of Jubilee.”
46:19	c74n			which faced north	~אֲשֶׁ֣ר הַ⁠פֹּנ֖וֹת צָפ֑וֹנָ⁠ה	0	Alternate translation: “which had their main entrances to the north”
46:19	bsb4			behold!	וְ⁠הִנֵּה	0	Ezekiel saw something interesting.
46:20	u2ic			outer courtyard	~הַ⁠חִֽיצוֹנָ֖ה הֶ⁠חָצֵ֥ר	0	See how you translated this in [Ezekiel 10:5](../10/05.md).
46:21	e6xs			outer courtyard	~הַ⁠חִ֣יצֹנָ֔ה הֶֽ⁠חָצֵר֙	0	See how you translated this in [Ezekiel 10:5](../10/05.md).
46:22	pwg8		rc://*/ta/man/translate/translate-bdistance	forty cubits … thirty	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “40 cubits … 30 cubits” or “about 21.6 meters … about 16.2 meters”
46:23	kg1g			cooking hearths	וּ⁠מְבַשְּׁל֣וֹת	0	places where people can build fire and cook food
47:intro	m1ty					0	# Ezekiel 47 General Notes\n\n## Structure and formatting\n\nInstructions for the new temple and city continue in this chapter. There was a river flowing from the temple. The land was to be divided among the tribes. The landscape of Jerusalem will have changed in a significant way. (See: [[rc://*/tw/dict/bible/kt/temple]])
47:1	ej9g			to the right of the altar	~הַ⁠יְמָנִ֔ית לַ⁠מִּזְבֵּֽחַ	0	This is the right side of the altar when a person looks at it while they are facing east, so it is on the south side of the altar. Alternate translation: “on the south side of the altar”
47:2	e7pw			the gate facing east	~שַׁ֣עַר הַ⁠פּוֹנֶ֣ה קָדִ֑ים	0	Alternate translation: “the eastern gate” or “the eastern gate of the outer wall”
47:3	zm72			measuring line	וְ⁠קָ֣ו	0	a string or a rope that people use to measure longer distances
47:3	iz2e		rc://*/ta/man/translate/translate-bdistance	one thousand cubits	אֶ֨לֶף֙	0	Each long cubit was about 54 centimeters. Alternate translation: “1,000 cubits” or “about 540 meters”
47:5	a556		rc://*/ta/man/translate/figs-activepassive	a river that could not be crossed	נַ֖חַל אֲשֶׁ֥ר לֹֽא יֵעָבֵֽר	0	This can be translated in active form. Alternate translation: “a river that no one could cross on foot”
47:6	p6gu			Son of man	בֶן אָדָ֑ם	0	God calls Ezekiel this to emphasize that Ezekiel is only a human being. God is eternal and powerful, but humans are not. See how you translated this in [Ezekiel 2:1](../02/01.md). Alternate translation: “Mortal person” or “Human”
47:6	ev96		rc://*/ta/man/translate/figs-rquestion	do you see this?	הֲ⁠רָאִ֣יתָ	0	Yahweh is commanding Ezekiel to think about what he has just seen. See how you translated this in [Ezekiel 8:15](../08/15.md). Alternate translation: “think about this.”
47:10	x3c2			Then it will happen	וְ⁠הָיָה֩	0	See how you translated this in [Ezekiel 21:7](../21/07.md).
47:10	cw5n		rc://*/ta/man/translate/translate-names	En Gedi	מֵ⁠עֵ֥ין גֶּ֨דִי֙	0	This is the name of a very large spring on the western side of the Salt Sea.
47:10	r49u			a place to dry out the fishing nets	~יִהְי֑וּ יִהְי֑וּ מִשְׁט֥וֹחַ לַֽ⁠חֲרָמִ֖ים	0	Alternate translation: “a place for people to dry out their fishing nets”
47:10	kj6k		rc://*/ta/man/translate/translate-names	En Eglaim	עֵ֣ין עֶגְלַ֔יִם	0	This is the name of a large spring on the eastern side of the Salt Sea.
47:11	z32w			swamps	בִּצֹּאתָ֧יו	0	places with shallow water and trees growing in deep mud
47:11	v9ac			marshes	וּ⁠גְבָאָ֛י⁠ו	0	places with shallow water and grasses growing in deep mud
47:13	u197		rc://*/ta/man/translate/figs-metonymy	Joseph will have two portions	יוֹסֵ֖ף חֲבָלִֽים	0	The person is a metonym for his descendants. Alternate translation: “the descendants of Joseph will receive two areas of land”
47:14	y4rk		rc://*/ta/man/translate/translate-symaction	I lifted up my hand and swore	~נָשָׂ֨אתִי֙ יָדִ֔⁠י אֶת	0	In those days a person would raise his right hand to show that he realized that God would punish him if he did not do what he swore to do.
47:15	i8z6			boundary	לִ⁠פְאַ֨ת	0	the end of an area of land
47:15	f1mu		rc://*/ta/man/translate/translate-names	Hethlon … Zedad	~	0	These are the names of towns.
47:16	qdk7		rc://*/ta/man/translate/translate-names	Berothah … Sibraim … Hazer Hattikon … Hauran	~	0	These are the names of towns.
47:17	dz8k		rc://*/ta/man/translate/translate-names	Hazar Enan	חֲצַ֤ר עֵינוֹן֙	0	the name of a town
47:17	snz2			border	גְּב֣וּל	0	where two areas of land meet
47:18	b9sb		rc://*/ta/man/translate/translate-names	Hauran	חַוְרָ֣ן	0	This is the name of a town.
47:19	j6i9		rc://*/ta/man/translate/translate-names	Tamar … Meribah Kadesh	~	0	These are the names of towns.
47:19	vu4h			the brook of Egypt	נַחֲלָ֖ה	0	a very large ravine in the northeast part of the Sinai
47:20	u2zi		rc://*/ta/man/translate/translate-names	Hamath	חֲמָ֑ת	0	This is the name of a town.
47:23	hhn8			Then it will happen that	~וְ⁠הָיָ֣ה הַ⁠גֵּ֖ר	0	See how you translated this in [Ezekiel 21:7](../21/07.md).
47:23	w2zf		rc://*/ta/man/translate/figs-123person	this is the Lord Yahweh’s declaration	~אֲדֹנָ֥⁠י נְאֻ֖ם	0	Yahweh speaks of himself by name to express the certainty of what he is declaring. See how you translated this in [Ezekiel 5:11](../05/11.md). Alternate translation: “this is what the Lord Yahweh has declared” or “this is what I, the Lord Yahweh, have declared”
48:intro	lpq8					0	# Ezekiel 48 General Notes\n\n## Structure and formatting\n\nInstructions for the new temple and city continue in this chapter. There is more dividing of the land between the tribes in this chapter as well.
48:1	d7s2			one portion of land	אֶחָֽד	0	Alternate translation: “one piece of the land that you will distribute”
48:1	tj9i			boundary will run … boundary will go	~	0	Alternate translation: “boundary will be … boundary will be”
48:1	gf1l			Hethlon	חֶתְלֹ֣ן	0	This is the name of a town. See how you translated this in [Ezekiel 47:15](../47/15.md).
48:1	dmd8			Lebo Hamath	לְֽבוֹא חֲמָ֡ת	0	This is the name of a town. See how you translated this in [Ezekiel 47:15](../47/15.md) or [Ezekiel 47:20](../47/20.md)
48:1	h3d5			Hazar Enan	חֲצַ֣ר עֵינָן֩	0	This is the name of a town. See how you translated this in [Ezekiel 47:17](../47/17.md).
48:4	q979			one portion	~אֶחָֽד אֶחָֽד	0	Translate as you translated “one portion of land” in [Ezekiel 48:1](../48/01.md).
48:4	npr4			from the east side to the west	~וְ⁠עַ֣ל קָדִ֛מָ⁠ה מִ⁠פְּאַ֥ת פְּאַת עַד יָ֖מָּ⁠ה	0	See how you translated this in [Ezekiel 48:3](../48/03.md).
48:8	t9ii		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits	~אֶ֜לֶף אֶ֜לֶף	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits” or “13.5 kilometers”
48:9	k8kq		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits … ten thousand cubits	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits … 10,000 cubits” or “13.5 kilometers … 5.4 kilometers”
48:10	f9ke		rc://*/ta/man/translate/figs-activepassive	The priests will have land assigned to them	~לַ⁠כֹּֽהֲנִים֒ וְ⁠הָיָ֥ה וְ⁠עֶשְׂרִ֣ים	0	This can be translated in active form. Alternate translation: “The leaders of the Israelites will assign land to the priests”
48:10	z5ek		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits … ten thousand cubits	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits … 10,000 cubits” or “13.5 kilometers … 5.4 kilometers”
48:12	z977			The offering for them will be a portion of this most holy land	~תְּרוּמִיָּ֛ה לָ⁠הֶ֧ם וְ⁠הָיְתָ֨ה מִ⁠תְּרוּמַ֥ת קָדָשִׁ֑ים קֹ֣דֶשׁ הָ⁠אָ֖רֶץ	0	Alternate translation: “This smaller portion within the holy portion of the land will belong to these priests, a portion that is more holy than the rest of the holy portion of the land”
48:13	a2ty		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits … ten thousand cubits	~	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits … 10,000 cubits” or “13.5 kilometers … 5.4 kilometers”
48:14	eh61		rc://*/ta/man/translate/figs-metaphor	this firstfruits	רֵאשִׁ֣ית	0	“this land which is the firstfruits.” Here “firstfruits” probably means the best things among all the offerings set aside to give to God. This land is spoken of in that way, as land set aside for Yahweh’s use.
48:15	m618		rc://*/ta/man/translate/translate-numbers	five thousand cubits … twenty-five thousand cubits	~	0	“5,000 cubits … 25,000 cubits.” Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “almost 2.3 kilometers … about 13.5 kilometers” (See also: [[rc://*/ta/man/translate/translate-bdistance]])
48:15	z6m7			will be for the collective use of the city	~פְּנֵ֨י חֹֽל ה֣וּא הָ⁠עִ֖יר	0	Alternate translation: “will be an area that all the people of the city will share and use”
48:15	xy66			the houses, and the pastureland	לְ⁠מוֹשָׁ֖ב וּ⁠לְ⁠מִגְרָ֑שׁ	0	Alternate translation: “as a place for houses and for an open space”
48:16	s31f		rc://*/ta/man/translate/translate-numbers	4,500 cubits	~חֲמֵ֤שׁ מֵאוֹת֙ אֲלָפִ֔ים	0	“four thousand five hundred cubits.” Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 2.4 kilometers” (See also: [[rc://*/ta/man/translate/translate-bdistance]])
48:17	mt45		rc://*/ta/man/translate/translate-numbers	250 cubits	~חֲמִשִּׁ֣ים וּ⁠מָאתַ֔יִם חֲמִשִּׁ֣ים וּ⁠מָאתַ֔יִם	0	“two hundred and fifty cubits.” A cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 135 meters” (See also: [[rc://*/ta/man/translate/translate-bdistance]])
48:18	ihu6		rc://*/ta/man/translate/translate-numbers	ten thousand cubits	~עֲשֶׂ֨רֶת אֲלָפִים֙ אֲלָפִים֙	0	“10,000 cubits.” A cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “about 5.4 kilometers” (See also: [[rc://*/ta/man/translate/translate-bdistance]])
48:18	z3h4			its produce	תְבֽוּאָתוֹ֙	0	Alternate translation: “the food that grows there”
48:20	gl23		rc://*/ta/man/translate/translate-bdistance	twenty-five thousand cubits	~אֶ֔לֶף אֶ֔לֶף	0	Each long cubit was about 54 centimeters. See how you translated this in [Ezekiel 40:5](../40/05.md). Alternate translation: “25,000 cubits” or “about 13.5 kilometers”
48:20	q1yu			In this way you will make the holy offering of land, together with the land for the city.	~אֶת רְבִיעִ֗ית הַ⁠קֹּ֔דֶשׁ תָּרִ֨ימוּ֙ תְּרוּמַ֣ת אֶל אֲחֻזַּ֖ת הָ⁠עִֽיר	0	Alternate translation: “You will offer the holy offering and also the property of the city”
